interaction,total,uterine_carcinosarcoma,kidney_papillary_cell_carcinoma,kidney_chromophobe,kidney_clear_cell_carcinoma,brain_lower_grade_glioma,glioblastoma_multiforme,testicular_germ_cell_tumor,liver_hepatocellular_carcinoma,prostate_adenocarcinoma,lung_squamous_cell_carcinoma,lung_adenocarcinoma,breast_invasive_carcinoma,ovarian_serous_cystadenocarcinoma,skin_cutaneous_melanoma,pancreatic_adenocarcinoma,colon_adenocarcinoma,esophageal_carcinoma,stomach_adenocarcinoma
LPAR1-ADGRE5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LPAR3-ADGRE5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ASMT-MTNR1A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ASMT-MTNR1B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A2-GRIN1+GRIN2D,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A6-GRM1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A6-GRM2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NLGN2-NRXN1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC18A2-ADRA1B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC18A2-ADRA1D,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC18A2-ADRA2A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC18A2-ADRA2B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC18A2-ADRA2C,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC18A2-ADRB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC18A2-ADRB2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NMS-NMUR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NMU-NMUR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NMU-NMUR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NPB-NPBWR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NPB-NPBWR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NLGN4X-NRXN1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NLGN4Y-NRXN2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NLGN1-NRXN2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NPS-NPSR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NPW-NPBWR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NPW-NPBWR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NTS-NTSR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NTS-NTSR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NMB-GRPR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NMB-NMBR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NMS-NMUR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A3-GRM5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A3-GRM6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MDK-ALK,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MDK-PTPRZ1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AMH-ACVR1+AMHR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NPFF-NPFFR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NPFF-NPFFR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NPPA-NPR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DLL3-NOTCH3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DLL3-NOTCH4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC6A2-ADRB3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DLK1-NOTCH1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DLK1-NOTCH2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DLK1-NOTCH3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DLK1-NOTCH4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC6A2-ADRA1A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC18A1-ADRA1B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NTS-SORT1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NTF3-NGFR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NTF4-NGFR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NTF4-NTRK2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DLL4-NOTCH3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DLL3-NOTCH1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DLL3-NOTCH2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC18A2-ADRA1A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NODAL-ACVR1B+ACVR2A+CFC1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NODAL-ACVR1B+ACVR2A+TDGF1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NODAL-ACVR1B+ACVR2B+CFC1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NODAL-ACVR1B+ACVR2B+TDGF1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NODAL-ACVR1C+ACVR2B+CFC1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NODAL-ACVR1C+ACVR2B+TDGF1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC18A1-ADRA1A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC18A2-ADRB3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC18A1-ADRA1D,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC18A1-ADRA2A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC18A1-ADRA2B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC18A1-ADRA2C,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC18A1-ADRB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC18A1-ADRB2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC18A1-ADRB3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A2-GRM4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A2-GRM6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A3-GRIA1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A2-GRIK3+GRIK4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A2-GRIK3+GRIK5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A2-GRIN1+GRIN2A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A2-GRIN1+GRIN2B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A2-GRIN1+GRIN2C,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A3-GRIA4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A3-GRIK1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A3-GRIK1+GRIK4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A3-GRIK1+GRIK5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A3-GRIK2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A3-GRIK2+GRIK4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A3-GRIK2+GRIK5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A2-GRM3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A3-GRIK3+GRIK4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A3-GRIK3+GRIK5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A3-GRIN1+GRIN2A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A3-GRIN1+GRIN2B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A3-GRIN1+GRIN2C,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A3-GRIN1+GRIN2D,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A3-GRM1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A3-GRIA3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC6A2-ADRA1B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC6A2-ADRA1D,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC6A2-ADRA2A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC6A2-ADRA2B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A1-GRIK2+GRIK5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A1-GRIK3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A1-GRIK3+GRIK4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A3-GRIK3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PMCH-MCHR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NPY-NPY1R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NPY-NPY2R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NPY-NPY4R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NPY-NPY5R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NPY-PRLHR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HSD3B1-CATSPER1+CATSPERB,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HSD3B1-CATSPER1+CATSPERD,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HCRT-HCRTR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HCRT-HCRTR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OXT-AVPR1A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OXT-AVPR1B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OSM-IL6ST+LIFR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PDYN-OPRD1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PDYN-OPRK1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PDYN-OPRM1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PTH-PTH2R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PTH2-PTH1R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PTH2-PTH2R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PTHLH-PRLHR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PTHLH-PTH1R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PENK-OPRK1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PENK-OPRM1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PNOC-OPRL1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC6A2-ADRA2C,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC6A2-ADRB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DBH+SLC6A2-ADRB2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PTHLH-PTH2R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ADCYAP1-VIPR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OXT-AVPR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OXT-OXTR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PTH-PTH1R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GNRH1-GNRHR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GNRH2-GNRHR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GNRH2-GNRHR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PROK1-PROKR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PROK1-PROKR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PROK2-PROKR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PROK2-PROKR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PRL-PRLR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PRLH-PRLHR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POMC-MC2R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POMC-MC3R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POMC-MC4R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POMC-MC5R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POMC-OPRD1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POMC-OPRK1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POMC-OPRM1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RLN1-RXFP1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RLN1-RXFP2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RLN1-RXFP3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RLN2-RXFP1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RLN2-RXFP2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RLN2-RXFP3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RLN3-RXFP1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RLN3-RXFP2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PVR-CD226,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PVR-CD96,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PVR-TIGIT,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GCG-GCGR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GCG-GLP2R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PMCH-MCHR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PTN-ALK,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PODXL-SELL,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A1-GRM1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A1-GRM3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A1-GRIK1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A1-GRIK1+GRIK4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A1-GRIK1+GRIK5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A1-GRIK2+GRIK4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HSD3B1-CATSPER4+CATSPERD,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HSD3B1-PGR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A1-GRM7,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A1-GRM8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A2-GRIA1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A1-GRIK3+GRIK5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A1-GRIN1+GRIN2A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A1-GRIN1+GRIN2B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A1-GRIN1+GRIN2C,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A1-GRIN1+GRIN2D,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A2-GRIK1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A2-GRIK1+GRIK4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A2-GRIK1+GRIK5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A2-GRIK2+GRIK4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A2-GRIK3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A1-GRM4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A1-GRM5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A1-GRM6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HSD3B1-CATSPER2+CATSPERB,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HSD3B1-CATSPER2+CATSPERD,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HSD3B1-CATSPER3+CATSPERB,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HSD3B1-CATSPER3+CATSPERD,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HSD3B1-CATSPER4+CATSPERB,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRIA3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRIA4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRIK1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALDH1A2-CRABP2+RARA,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALDH1A2-CRABP2+RARA+RXRA,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALDH1A2-CRABP2+RARB,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALDH1A2-CRABP2+RARB+RXRB,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALDH1A2-CRABP2+RARG,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALDH1A2-CRABP2+RARG+RXRG,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALDH1A2-CRABP2+RXRA,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALDH1A1-CRABP2+RARA+RXRA,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RLN3-RXFP4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSAP-GPR37,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSAP-GPR37L1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AKR1B1-PTGFR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AKR1C3-PTGDR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AKR1C3-PTGDR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AKR1C3-PTGFR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALDH1A1-RORB,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RSPO1-FZD8+LRP6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PTGES2-PTGER3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PTGES2-PTGER4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PTGES3-PTGER1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PPY-NPY1R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PTGES-PTGER1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PTGES2-PTGER1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RLN3-RXFP3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GNRH1-GNRHR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PPY-NPY2R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PPY-NPY4R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PPY-NPY5R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PYY-NPY1R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PYY-NPY2R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PYY-NPY4R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PYY-NPY5R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRIN1+GRIN2A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRIN1+GRIN2B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRIN1+GRIN2C,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRIN1+GRIN2D,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRM1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRM2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRM3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRM4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A6-GRM6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRM5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRM6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRM7,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRM8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A1-GRIA1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A1-GRIA3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC1A1-GRIA4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RSPO4-LGR5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RSPO4-LGR6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RELN-LRP8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RSPO1-KREMEN1+LRP6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RSPO1-LGR4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RSPO2-LGR4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A6-GRM4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A6-GRM5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALDH1A1-CRABP2+RARB+RXRB,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALDH1A1-CRABP2+RARG,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALDH1A1-CRABP2+RARG+RXRG,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
