interaction,total,uterine_carcinosarcoma,kidney_papillary_cell_carcinoma,kidney_chromophobe,kidney_clear_cell_carcinoma,brain_lower_grade_glioma,glioblastoma_multiforme,testicular_germ_cell_tumor,liver_hepatocellular_carcinoma,prostate_adenocarcinoma,lung_squamous_cell_carcinoma,lung_adenocarcinoma,breast_invasive_carcinoma,ovarian_serous_cystadenocarcinoma,skin_cutaneous_melanoma,pancreatic_adenocarcinoma,colon_adenocarcinoma,esophageal_carcinoma,stomach_adenocarcinoma
COL13A1-ITGA1+ITGB1,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
COL12A1-ITGA1+ITGB1,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
HLA-C-CD8B,3,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
HLA-DQA2-CD4,3,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
COL4A2-ITGA10+ITGB1,3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
COL4A1-ITGA10+ITGB1,3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
COL18A1-ITGA10+ITGB1,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
COL4A4-ITGA1+ITGB1,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
AGRN-DAG1,3,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
LAMA2-DAG1,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
VCAM1-ITGA4+ITGB1,3,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
ALDH1A3-CRABP2+RARA,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
SELPLG-SELE,3,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
AGRN-PTPRS,3,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
RARRES2-CMKLR1,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
PTGES-PTGER3,3,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
COL6A1-CD44,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
COL9A3-SDC1,3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
CTF1-IL6ST_LIFR,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True
SPP1-ITGA5_ITGB1,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
COL1A1-CD44,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
ADA-ADORA2A,3,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
NAPEPLD-CNR1,3,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
GDE1-CNR1,3,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
WNT5B-FZD7,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
FGF1-FGFR2,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
HNMT-HRH1,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
SEMA6D-PLXNA1,3,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
FGF7-FGFR1,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
AHCY-ADORA2B,3,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False
COL1A2-CD44,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
WNT5A-MCAM,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
MDK-LRP1,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
LAMA1-CD44,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
L1CAM-ITGA5+ITGB1,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
DAG1-CELSR3,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True
LAMC1-ITGA2+ITGB1,3,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
LAMC1-ITGA6+ITGB1,3,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
LAMA3-CD44,3,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
L1CAM-EZR+L1CAM,3,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ACHE-CHRM3,3,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
TENM2-ADGRL2,3,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
TENM4-ADGRL2,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
LAMA1-ITGAV_ITGB8,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
LAMC1-ITGAV_ITGB8,3,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
CYP27B1-VDR,3,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
TAX1BP3-ADGRB2,3,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
LAMB2-CD44,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
SEMA3F-NRP2,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
SEMA4A-PLXND1,3,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
COL4A5-SDC1,3,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
LIPA-RORA,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
DHCR24-RORC,3,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
THBS2-SDC4,3,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
JAG1-NOTCH2,3,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
PDGFA-PDGFRA,3,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
PDGFC-PDGFRA,3,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
PTGES-PTGER2,3,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
LAMA2-SV2A,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
JAG2-NOTCH4,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
PLAU-PLAUR,3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
COL9A2-SDC4,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
COL9A3-SDC4,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
COL9A2-SDC1,3,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
JAM3-ITGAM+ITGB2,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
EPRS1-P2RY1,3,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
C4A-C5AR2,3,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False
SULT1A1-PPARG,3,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
ANGPTL4-ITGA5_ITGB1,3,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
IGF2-ITGAV_ITGB3,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
CCL3-CCR5,3,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
LAMA3-ITGAV_ITGB8,3,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
LAMA4-ITGAV_ITGB8,3,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
THY1-ITGAM+ITGB2,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
THY1-ITGAV+ITGB3,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
SDC2-ADGRA2,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
ANGPT1-TEK,3,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
AGT-AGTR1,3,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
APLP2-PLXNA4,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
PECAM1-CD38,3,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
CD47-SIRPA,3,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
PTGES2-TBXA2R,3,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
FGF2-FGFR4,3,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
EFNB3-EPHB1,3,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
ICOSLG-CD28,3,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
SPP1-ITGAV_ITGB1,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
LPCAT2-PTAFR,3,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
SEMA4A-PLXNB3,3,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
SPP1-CD44,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
JAG1-NOTCH4,3,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
NLGN3-NRXN1,3,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False
NLGN4X-NRXN3,3,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
HGF-MET,3,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
JAG1-CD46,3,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
PDCD1LG2-PDCD1,3,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
POSTN-ITGAV_ITGB3,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
ANGPTL4-CDH5,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ANGPT2-ITGA5_ITGB1,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
WNT2B-FRZB,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
WNT2B-SFRP4,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
VWF-ITGAV+ITGB3,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
TNFSF14-TNFRSF14,3,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
VEGFC-FLT4,3,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
VEGFC-KDR,3,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
TNFSF13B-TNFRSF13C,3,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
LAIR1-LILRB4,3,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
GDNF-GFRA1+RET,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
GP1BA-ITGAM+ITGB2,3,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
HFE-TFRC,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
CXCL3-ACKR1,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
CXCL9-ACKR1,3,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
ANGPTL2-ITGA5_ITGB1,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HBEGF-ERBB2,3,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
EFNA1-EPHA3,3,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
EDN1-EDNRA,3,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
LAMA5-SV2A,3,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
FN1-ITGAV+ITGB3,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
DPEP2-CYSLTR1,3,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
FN1-ITGAV+ITGB1,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
COL8A1-ITGA1+ITGB1,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
COL6A3-ITGA1+ITGB1,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
COL5A3-ITGA1+ITGB1,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
FGF1-FGFR3,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
